,,"weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2"
2019-11-28,2019-11-21,C,1911W4,282.5,KR4209082822,코스피위클리 C 1911W4 282.5,0.04,0.48,0.89,0.03,6.2,122353,11575012500,0,2019-11-28,0,281.23,282.8,281.05,281.23,13.77,1.25,280.0,2.5,0.0,0.0,0.0,0.0,0.0,1,0.0,C,1911W4,285.0,KR4209082855,코스피위클리 C 1911W4 285.0,0.01,0.07,0.1,0.01,11.8,115625,1190447500,0,2019-11-28,0,281.23,282.8,281.05,281.23,13.77,1.25,280.0,5.0,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2019-11-28,2019-11-28,C,1912W1,285.0,KR4209092854,코스피위클리 C 1912W1 285.0,0.85,0.85,1.24,0.76,13.3,791,193327500,447,2019-12-05,7,281.23,282.8,281.05,281.23,13.77,1.25,280.0,5.0,0.85,0.257,0.058,-0.112,0.134,1,0.85,C,1912W1,287.5,KR4209092870,코스피위클리 C 1912W1 287.5,0.36,0.43,0.6,0.31,13.0,2225,251892500,966,2019-12-05,7,281.23,282.8,281.05,281.23,13.77,1.25,280.0,7.5,0.35,-0.262,-0.078,0.144,-0.178,1,-0.7
2019-11-29,2019-11-28,C,1912W1,285.0,KR4209092854,코스피위클리 C 1912W1 285.0,0.11,0.94,1.0,0.1,12.9,33021,2356010000,6339,2019-12-05,6,282.08,282.1,276.34,276.78,13.96,1.25,277.5,7.5,0.11,0.053,0.022,-0.038,0.041,1,0.11,C,1912W1,287.5,KR4209092870,코스피위클리 C 1912W1 287.5,0.04,0.39,0.45,0.03,13.4,27864,929025000,6470,2019-12-05,6,282.08,282.1,276.34,276.78,13.96,1.25,277.5,10.0,0.04,-0.042,-0.02,0.038,-0.04,1,-0.08
2019-12-02,2019-11-28,C,1912W1,285.0,KR4209092854,코스피위클리 C 1912W1 285.0,0.04,0.14,0.17,0.04,13.3,35316,865100000,10049,2019-12-05,3,278.27,279.44,276.97,277.44,13.96,1.25,277.5,7.5,0.04,0.028,0.017,-0.031,0.019,1,0.04,C,1912W1,287.5,KR4209092870,코스피위클리 C 1912W1 287.5,0.01,0.03,0.04,0.01,14.1,16121,118282500,7731,2019-12-05,3,278.27,279.44,276.97,277.44,13.96,1.25,277.5,10.0,0.01,-0.016,-0.012,0.024,-0.014,1,-0.02
2019-12-03,2019-11-28,C,1912W1,285.0,KR4209092854,코스피위클리 C 1912W1 285.0,0.01,0.01,0.01,0.01,14.6,14729,36822500,12089,2019-12-05,2,274.93,276.63,273.88,276.19,14.26,1.25,275.0,10.0,0.01,0.009,0.007,-0.015,0.006,1,0.01,C,1912W1,287.5,KR4209092870,코스피위클리 C 1912W1 287.5,0.01,0.01,0.01,0.01,18.1,432,1080000,7890,2019-12-05,2,274.93,276.63,273.88,276.19,14.26,1.25,275.0,12.5,0.01,-0.016,-0.01,0.032,-0.01,1,-0.02
2019-12-04,2019-11-28,C,1912W1,285.0,KR4209092854,코스피위클리 C 1912W1 285.0,0.01,0.01,0.01,0.01,22.9,76,190000,12094,2019-12-05,1,274.36,274.68,272.53,274.15,14.37,1.25,275.0,10.0,0.02,0.011,0.006,-0.035,0.006,1,0.02,C,1912W1,287.5,KR4209092870,코스피위클리 C 1912W1 287.5,,,,,26.8,0,0,7890,2019-12-05,1,274.36,274.68,272.53,274.15,14.37,1.25,275.0,12.5,0.02,-0.018,-0.008,0.064,-0.01,1,-0.04
2019-12-05,2019-11-28,C,1912W1,285.0,KR4209092854,코스피위클리 C 1912W1 285.0,0.01,0.01,0.01,0.01,31.6,8,20000,0,2019-12-05,0,275.65,276.63,272.53,273.3,14.55,1.25,272.5,12.5,0.0,0.0,0.0,0.0,0.0,1,0.0,C,1912W1,287.5,KR4209092870,코스피위클리 C 1912W1 287.5,,,,,31.6,0,0,0,2019-12-05,0,275.65,276.63,272.53,273.3,14.55,1.25,272.5,15.0,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2019-12-12,2019-12-12,C,1912W3,290.0,KR4209102901,코스피위클리 C 1912W3 290.0,0.72,0.34,0.77,0.34,14.1,1784,266932500,586,2019-12-19,7,282.62,285.43,282.62,285.11,13.39,1.25,285.0,5.0,0.72,0.214,0.049,-0.109,0.123,1,0.72,C,1912W3,292.5,KR4209102927,코스피위클리 C 1912W3 292.5,0.31,0.1,0.33,0.1,13.9,1685,111705000,617,2019-12-19,7,282.62,285.43,282.62,285.11,13.39,1.25,285.0,7.5,0.31,-0.222,-0.064,0.14,-0.16,1,-0.62
2019-12-13,2019-12-12,C,1912W3,290.0,KR4209102901,코스피위클리 C 1912W3 290.0,2.31,1.79,2.31,1.52,13.8,11451,5440567500,1396,2019-12-19,6,289.34,290.11,288.32,290.11,13.12,1.25,290.0,0.0,2.3,0.517,0.072,-0.158,0.16,1,2.3,C,1912W3,292.5,KR4209102927,코스피위클리 C 1912W3 292.5,1.17,0.85,1.17,0.76,13.3,10867,2565962500,1218,2019-12-19,6,289.34,290.11,288.32,290.11,13.12,1.25,290.0,2.5,1.18,-0.672,-0.136,0.278,-0.294,1,-2.36
2019-12-16,2019-12-12,C,1912W3,290.0,KR4209102901,코스피위클리 C 1912W3 290.0,1.53,1.89,2.26,1.53,13.4,5514,2600502500,1479,2019-12-19,3,289.54,290.8,289.36,289.76,13.27,1.25,290.0,0.0,1.52,0.483,0.098,-0.203,0.121,1,1.52,C,1912W3,292.5,KR4209102927,코스피위클리 C 1912W3 292.5,0.61,0.97,1.04,0.61,13.3,14893,2997122500,1954,2019-12-19,3,289.54,290.8,289.36,289.76,13.27,1.25,290.0,2.5,0.61,-0.51,-0.16,0.324,-0.194,1,-1.22
2019-12-17,2019-12-12,C,1912W3,290.0,KR4209102901,코스피위클리 C 1912W3 290.0,4.39,2.02,4.55,1.74,3.0,4627,3208432500,1029,2019-12-19,2,291.76,294.5,290.52,294.4,13.05,1.25,295.0,-5.0,4.43,1.0,0.0,0.0,0.0,1,4.43,C,1912W3,292.5,KR4209102927,코스피위클리 C 1912W3 292.5,2.34,0.82,2.49,0.64,10.5,28520,9909252500,2118,2019-12-19,2,291.76,294.5,290.52,294.4,13.05,1.25,295.0,-2.5,2.34,-1.514,-0.224,0.292,-0.168,1,-4.68
2019-12-18,2019-12-12,C,1912W3,290.0,KR4209102901,코스피위클리 C 1912W3 290.0,3.78,4.37,5.65,3.62,3.0,554,602760000,917,2019-12-19,1,294.31,295.85,293.05,294.22,13.01,1.25,295.0,-5.0,4.24,1.0,0.0,0.0,0.0,1,4.24,C,1912W3,292.5,KR4209102927,코스피위클리 C 1912W3 292.5,1.85,2.36,3.41,1.53,7.3,8032,4194610000,1716,2019-12-19,1,294.31,295.85,293.05,294.22,13.01,1.25,295.0,-2.5,1.85,-1.728,-0.274,0.174,-0.094,1,-3.7
2019-12-19,2019-12-12,C,1912W3,290.0,KR4209102901,코스피위클리 C 1912W3 290.0,4.45,4.89,5.15,3.0,26.0,71,74975000,0,2019-12-19,0,295.06,295.84,292.82,294.31,13.2,1.25,295.0,-5.0,4.310000000000002,1.0,0.0,0.0,0.0,1,4.310000000000002,C,1912W3,292.5,KR4209102927,코스피위클리 C 1912W3 292.5,1.73,2.58,3.21,0.65,3.0,19538,7283477500,0,2019-12-19,0,295.06,295.84,292.82,294.31,13.2,1.25,295.0,-2.5,1.8100000000000023,-2.0,-0.0,-0.0,-0.0,1,-3.6200000000000045
2019-12-19,2019-12-19,C,1912W4,300.0,KR4209113007,코스피위클리 C 1912W4 300.0,0.41,0.45,0.6,0.2,12.2,2567,235745000,861,2019-12-26,7,295.06,295.84,292.82,294.31,13.2,1.25,295.0,5.0,0.41,0.15,0.044,-0.077,0.102,1,0.41,C,1912W4,302.5,KR4209113023,코스피위클리 C 1912W4 302.5,0.19,0.2,0.27,0.1,12.7,2008,87212500,691,2019-12-26,7,295.06,295.84,292.82,294.31,13.2,1.25,295.0,7.5,0.19,-0.152,-0.052,0.098,-0.124,1,-0.38
2019-12-20,2019-12-19,C,1912W4,300.0,KR4209113007,코스피위클리 C 1912W4 300.0,0.3,0.46,0.49,0.2,10.3,21952,1835752500,2640,2019-12-26,6,295.58,295.86,293.95,295.31,13.08,1.25,295.0,5.0,0.3,0.14,0.053,-0.067,0.091,1,0.3,C,1912W4,302.5,KR4209113023,코스피위클리 C 1912W4 302.5,0.11,0.2,0.21,0.07,10.9,16727,542937500,4347,2019-12-26,6,295.58,295.86,293.95,295.31,13.08,1.25,295.0,7.5,0.11,-0.116,-0.052,0.074,-0.096,1,-0.22
2019-12-23,2019-12-19,C,1912W4,300.0,KR4209113007,코스피위클리 C 1912W4 300.0,0.13,0.41,0.45,0.1,11.6,24831,1125110000,4568,2019-12-26,3,295.84,296.12,293.81,294.87,13.97,1.25,295.0,5.0,0.13,0.08,0.042,-0.067,0.046,1,0.13,C,1912W4,302.5,KR4209113023,코스피위클리 C 1912W4 302.5,0.04,0.17,0.17,0.02,12.6,15245,202002500,9140,2019-12-26,3,295.84,296.12,293.81,294.87,13.97,1.25,295.0,7.5,0.04,-0.054,-0.032,0.062,-0.04,1,-0.08
2019-12-24,2019-12-19,C,1912W4,300.0,KR4209113007,코스피위클리 C 1912W4 300.0,0.01,0.13,0.13,0.01,11.3,37960,288962500,14818,2019-12-26,2,295.18,295.25,292.47,292.9,13.81,1.25,292.5,7.5,0.01,0.01,0.009,-0.013,0.007,1,0.01,C,1912W4,302.5,KR4209113023,코스피위클리 C 1912W4 302.5,0.01,0.03,0.03,0.01,14.3,11303,34370000,9606,2019-12-26,2,295.18,295.25,292.47,292.9,13.81,1.25,292.5,10.0,0.01,-0.014,-0.01,0.024,-0.01,1,-0.02
2019-12-26,2019-12-19,C,1912W4,300.0,KR4209113007,코스피위클리 C 1912W4 300.0,0.01,0.01,0.01,0.01,18.2,36,90000,0,2019-12-26,0,293.12,294.07,291.79,294.06,14.15,1.25,295.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,C,1912W4,302.5,KR4209113023,코스피위클리 C 1912W4 302.5,,,,,25.75,0,0,0,2019-12-26,0,293.12,294.07,291.79,294.06,14.15,1.25,295.0,7.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2019-12-26,2019-12-26,C,2001W1,300.0,KR4209123006,코스피위클리 C 2001W1 300.0,0.09,0.05,0.09,0.04,13.0,1607,21435000,1183,2020-01-02,7,293.12,294.07,291.79,294.06,14.15,1.25,295.0,5.0,0.45,0.155,0.042,-0.084,0.104,1,0.45,C,2001W1,302.5,KR4209123022,코스피위클리 C 2001W1 302.5,0.02,0.03,0.03,0.02,12.9,694,3695000,672,2020-01-02,7,293.12,294.07,291.79,294.06,14.15,1.25,295.0,7.5,0.18,-0.144,-0.05,0.096,-0.12,1,-0.36
2019-12-27,2019-12-26,C,2001W1,300.0,KR4209123006,코스피위클리 C 2001W1 300.0,0.26,0.11,0.69,0.08,9.9,44018,3182475000,6076,2020-01-02,6,292.37,296.95,291.28,295.2,14.13,1.25,295.0,5.0,0.25,0.125,0.051,-0.059,0.084,1,0.25,C,2001W1,302.5,KR4209123022,코스피위클리 C 2001W1 302.5,0.07,0.04,0.25,0.03,10.1,23596,557590000,2940,2020-01-02,6,292.37,296.95,291.28,295.2,14.13,1.25,295.0,7.5,0.07,-0.086,-0.044,0.054,-0.074,1,-0.14
2019-12-30,2019-12-26,C,2001W1,300.0,KR4209123006,코스피위클리 C 2001W1 300.0,0.02,0.15,0.19,0.02,9.6,28698,630492500,9825,2020-01-02,3,294.6,295.49,293.4,293.77,14.69,1.25,295.0,5.0,0.02,0.019,0.016,-0.017,0.014,1,0.02,C,2001W1,302.5,KR4209123022,코스피위클리 C 2001W1 302.5,0.01,0.04,0.04,0.01,11.7,12366,61550000,10066,2020-01-02,3,294.6,295.49,293.4,293.77,14.69,1.25,295.0,7.5,0.01,-0.018,-0.014,0.022,-0.014,1,-0.02
2020-01-02,2019-12-26,C,2001W1,300.0,KR4209123006,코스피위클리 C 2001W1 300.0,0.01,0.01,0.01,0.01,24.7,7147,17867500,0,2020-01-02,0,294.19,294.57,289.96,290.35,15.4,1.25,290.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2001W1,302.5,KR4209123022,코스피위클리 C 2001W1 302.5,0.01,0.01,0.01,0.01,29.3,285,712500,0,2020-01-02,0,294.19,294.57,289.96,290.35,15.4,1.25,290.0,12.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2020-01-09,2020-01-09,C,2001W3,300.0,KR4209133005,코스피위클리 C 2001W3 300.0,0.5,0.15,0.52,0.15,12.9,2139,173967500,1035,2020-01-16,7,293.83,294.41,292.1,294.41,13.58,1.25,295.0,5.0,0.5,0.168,0.045,-0.088,0.11,1,0.5,C,2001W3,302.5,KR4209133021,코스피위클리 C 2001W3 302.5,0.22,0.13,0.22,0.11,13.1,1249,46607500,676,2020-01-16,7,293.83,294.41,292.1,294.41,13.58,1.25,295.0,7.5,0.22,-0.17,-0.054,0.11,-0.136,1,-0.44
2020-01-10,2020-01-09,C,2001W3,300.0,KR4209133005,코스피위클리 C 2001W3 300.0,0.7,0.44,0.81,0.34,10.8,31495,4540047500,1822,2020-01-16,6,294.8,297.17,294.17,297.06,12.81,1.25,297.5,2.5,0.7,0.263,0.073,-0.103,0.134,1,0.7,C,2001W3,302.5,KR4209133021,코스피위클리 C 2001W3 302.5,0.29,0.19,0.35,0.13,11.2,18626,1102762500,3110,2020-01-16,6,294.8,297.17,294.17,297.06,12.81,1.25,297.5,5.0,0.29,-0.252,-0.09,0.136,-0.17,1,-0.58
2020-01-13,2020-01-09,C,2001W3,300.0,KR4209133005,코스피위클리 C 2001W3 300.0,1.65,0.7,1.68,0.51,12.4,32822,8261560000,2723,2020-01-16,3,296.62,300.31,296.53,300.13,13.26,1.25,300.0,0.0,1.64,0.52,0.102,-0.194,0.125,1,1.64,C,2001W3,302.5,KR4209133021,코스피위클리 C 2001W3 302.5,0.69,0.29,0.71,0.16,12.6,39397,4210437500,5577,2020-01-16,3,296.62,300.31,296.53,300.13,13.26,1.25,300.0,2.5,0.69,-0.562,-0.17,0.334,-0.212,1,-1.38
2020-01-14,2020-01-09,C,2001W3,300.0,KR4209133005,코스피위클리 C 2001W3 300.0,2.18,2.68,3.71,1.98,11.5,5031,3553870000,1998,2020-01-16,2,302.2,303.61,300.69,301.53,13.41,1.25,302.5,-2.5,2.18,0.693,0.112,-0.184,0.096,1,2.18,C,2001W3,302.5,KR4209133021,코스피위클리 C 2001W3 302.5,0.86,1.24,1.94,0.76,11.6,27331,8684645000,4353,2020-01-16,2,302.2,303.61,300.69,301.53,13.41,1.25,302.5,0.0,0.85,-0.772,-0.242,0.404,-0.21,1,-1.7
2020-01-15,2020-01-09,C,2001W3,300.0,KR4209133005,코스피위클리 C 2001W3 300.0,0.79,1.41,1.65,0.54,10.3,34993,8231780000,3539,2020-01-16,1,299.91,301.13,298.82,299.74,13.37,1.25,300.0,0.0,0.8,0.46,0.174,-0.227,0.088,1,0.8,C,2001W3,302.5,KR4209133021,코스피위클리 C 2001W3 302.5,0.15,0.44,0.48,0.08,10.7,100473,5606087500,11547,2020-01-16,1,299.91,301.13,298.82,299.74,13.37,1.25,300.0,2.5,0.15,-0.252,-0.174,0.246,-0.092,1,-0.3
2020-01-16,2020-01-09,C,2001W3,300.0,KR4209133005,코스피위클리 C 2001W3 300.0,2.57,0.56,2.73,0.31,8.0,84110,19076940000,0,2020-01-16,0,299.93,302.91,298.95,302.78,13.58,1.25,302.5,-2.5,2.7799999999999727,1.0,0.0,0.0,0.0,1,2.7799999999999727,C,2001W3,302.5,KR4209133021,코스피위클리 C 2001W3 302.5,0.29,0.07,0.38,0.02,4.2,228564,6231735000,0,2020-01-16,0,299.93,302.91,298.95,302.78,13.58,1.25,302.5,0.0,0.2799999999999727,-1.972,-0.55,0.122,-0.002,1,-0.5599999999999454
2020-01-16,2020-01-16,C,2001W4,307.5,KR4209143079,코스피위클리 C 2001W4 307.5,0.6,0.23,0.65,0.17,12.0,3490,305185000,1188,2020-01-23,7,299.93,302.91,298.95,302.78,13.58,1.25,302.5,5.0,0.59,0.199,0.052,-0.094,0.125,1,0.59,C,2001W4,310.0,KR4209143103,코스피위클리 C 2001W4 310.0,0.26,0.18,0.28,0.07,12.3,3295,123985000,1482,2020-01-23,7,299.93,302.91,298.95,302.78,13.58,1.25,302.5,7.5,0.27,-0.204,-0.064,0.122,-0.16,1,-0.54
2020-01-17,2020-01-16,C,2001W4,307.5,KR4209143079,코스피위클리 C 2001W4 307.5,0.52,0.94,1.5,0.5,11.3,37263,6840332500,3234,2020-01-23,6,305.07,306.05,302.51,303.3,13.6,1.25,302.5,5.0,0.51,0.196,0.058,-0.094,0.116,1,0.51,C,2001W4,310.0,KR4209143103,코스피위클리 C 2001W4 310.0,0.19,0.41,0.73,0.18,11.4,45733,3645160000,6240,2020-01-23,6,305.07,306.05,302.51,303.3,13.6,1.25,302.5,7.5,0.19,-0.174,-0.066,0.108,-0.132,1,-0.38
2020-01-20,2020-01-16,C,2001W4,307.5,KR4209143079,코스피위클리 C 2001W4 307.5,0.93,0.77,1.73,0.7,13.4,35204,9837312500,2885,2020-01-23,3,304.99,307.54,304.77,305.58,13.64,1.25,305.0,2.5,0.94,0.334,0.085,-0.195,0.116,1,0.94,C,2001W4,310.0,KR4209143103,코스피위클리 C 2001W4 310.0,0.31,0.27,0.76,0.23,12.9,67445,8013195000,5776,2020-01-23,3,304.99,307.54,304.77,305.58,13.64,1.25,305.0,5.0,0.31,-0.296,-0.112,0.238,-0.148,1,-0.62
2020-01-21,2020-01-16,C,2001W4,307.5,KR4209143079,코스피위클리 C 2001W4 307.5,0.06,0.72,0.87,0.06,11.5,77048,5578072500,10895,2020-01-23,2,304.94,306.09,301.85,302.11,14.41,1.25,302.5,5.0,0.06,0.046,0.031,-0.051,0.027,1,0.06,C,2001W4,310.0,KR4209143103,코스피위클리 C 2001W4 310.0,0.01,0.22,0.28,0.01,12.1,77557,1694745000,12387,2020-01-23,2,304.94,306.09,301.85,302.11,14.41,1.25,302.5,7.5,0.01,-0.02,-0.016,0.028,-0.014,1,-0.02
2020-01-22,2020-01-16,C,2001W4,307.5,KR4209143079,코스피위클리 C 2001W4 307.5,0.55,0.04,0.68,0.03,12.3,176055,9669177500,11582,2020-01-23,1,301.79,306.52,301.16,306.08,14.29,1.25,305.0,2.5,0.55,0.31,0.127,-0.246,0.08,1,0.55,C,2001W4,310.0,KR4209143103,코스피위클리 C 2001W4 310.0,0.09,0.01,0.13,0.01,11.8,126972,1518497500,18213,2020-01-23,1,301.79,306.52,301.16,306.08,14.29,1.25,305.0,5.0,0.09,-0.148,-0.106,0.188,-0.064,1,-0.18
2020-01-23,2020-01-16,C,2001W4,307.5,KR4209143079,코스피위클리 C 2001W4 307.5,0.01,0.07,0.07,0.01,14.3,128318,746057500,0,2020-01-23,0,303.77,304.72,301.71,302.33,15.3,1.25,302.5,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2001W4,310.0,KR4209143103,코스피위클리 C 2001W4 310.0,0.01,0.01,0.01,0.01,21.4,9394,23485000,0,2020-01-23,0,303.77,304.72,301.71,302.33,15.3,1.25,302.5,7.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2020-01-23,2020-01-23,C,2001W5,307.5,KR4209153078,코스피위클리 C 2001W5 307.5,0.63,1.8,1.8,0.52,12.9,2473,439705000,968,2020-01-30,7,303.77,304.72,301.71,302.33,15.3,1.25,302.5,5.0,0.61,0.194,0.048,-0.099,0.123,1,0.61,C,2001W5,310.0,KR4209153102,코스피위클리 C 2001W5 310.0,0.26,0.75,0.75,0.21,12.8,1886,140895000,928,2020-01-30,7,303.77,304.72,301.71,302.33,15.3,1.25,302.5,7.5,0.26,-0.194,-0.06,0.124,-0.154,1,-0.52
2020-01-28,2020-01-23,C,2001W5,307.5,KR4209153078,코스피위클리 C 2001W5 307.5,0.01,0.03,0.03,0.01,21.4,10083,31707500,6114,2020-01-30,2,294.98,296.3,291.3,292.77,18.32,1.25,292.5,15.0,0.01,0.006,0.003,-0.016,0.004,1,0.01,C,2001W5,310.0,KR4209153102,코스피위클리 C 2001W5 310.0,0.01,0.01,0.01,0.01,24.4,559,1397500,1036,2020-01-30,2,294.98,296.3,291.3,292.77,18.32,1.25,292.5,17.5,0.01,-0.01,-0.004,0.032,-0.008,1,-0.02
2020-01-29,2020-01-23,C,2001W5,307.5,KR4209153078,코스피위클리 C 2001W5 307.5,0.01,0.01,0.01,0.01,23.9,9,22500,6123,2020-01-30,1,294.38,295.67,292.45,293.98,16.99,1.25,295.0,12.5,0.01,0.006,0.003,-0.021,0.004,1,0.01,C,2001W5,310.0,KR4209153102,코스피위클리 C 2001W5 310.0,0.01,0.01,0.01,0.01,25.9,25,62500,1051,2020-01-30,1,294.38,295.67,292.45,293.98,16.99,1.25,295.0,15.0,0.01,-0.006,-0.004,0.026,-0.004,1,-0.02
2020-01-30,2020-01-23,C,2001W5,307.5,KR4209153078,코스피위클리 C 2001W5 307.5,,,,,37.76,0,0,0,2020-01-30,0,293.27,294.11,287.09,288.37,18.38,1.25,287.5,20.0,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2001W5,310.0,KR4209153102,코스피위클리 C 2001W5 310.0,,,,,46.83,0,0,0,2020-01-30,0,293.27,294.11,287.09,288.37,18.38,1.25,287.5,22.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2020-01-30,2020-01-30,C,2002W1,295.0,KR4209162954,코스피위클리 C 2002W1 295.0,0.6,1.99,2.34,0.21,15.7,3157,579515000,1125,2020-02-06,7,293.27,294.11,287.09,288.37,18.38,1.25,287.5,7.5,0.6,0.17,0.038,-0.106,0.108,1,0.6,C,2002W1,297.5,KR4209162970,코스피위클리 C 2002W1 297.5,0.3,1.1,1.26,0.23,15.9,3318,356500000,1244,2020-02-06,7,293.27,294.11,287.09,288.37,18.38,1.25,287.5,10.0,0.31,-0.194,-0.05,0.146,-0.146,1,-0.62
2020-01-31,2020-01-30,C,2002W1,295.0,KR4209162954,코스피위클리 C 2002W1 295.0,0.15,0.96,1.27,0.12,16.3,50682,7241467500,5102,2020-02-06,6,290.24,291.47,284.53,284.53,19.29,1.25,285.0,10.0,0.16,0.057,0.018,-0.053,0.045,1,0.16,C,2002W1,297.5,KR4209162970,코스피위클리 C 2002W1 297.5,0.06,0.46,0.58,0.05,16.3,42997,2832952500,3654,2020-02-06,6,290.24,291.47,284.53,284.53,19.29,1.25,285.0,12.5,0.06,-0.05,-0.018,0.054,-0.046,1,-0.12
2020-02-03,2020-01-30,C,2002W1,295.0,KR4209162954,코스피위클리 C 2002W1 295.0,0.13,0.03,0.23,0.03,20.1,61101,1669547500,11896,2020-02-06,3,280.17,286.24,279.78,285.05,19.32,1.25,285.0,10.0,0.13,0.053,0.018,-0.081,0.032,1,0.13,C,2002W1,297.5,KR4209162970,코스피위클리 C 2002W1 297.5,0.04,0.02,0.1,0.01,19.6,36405,360160000,7685,2020-02-06,3,280.17,286.24,279.78,285.05,19.32,1.25,285.0,12.5,0.04,-0.038,-0.016,0.068,-0.028,1,-0.08
